Name,Prices,Network_Technology,Network_2gbands,Network_3gbands,Network_4gbands,Network_Speed,Body_Dimensions,Body_Weight,Body_Build,Body_SIM,Display_Type,Display_Resolution,Platform_OS,Platform_Chipset,Platform_Cpu,Platform_Gpu,Memory_Cardslot,Memory_Internalmemory,MainCamera_Cameraspecs,MainCamera_Features,MainCamera_Video,SelfieCamera_Cameraspecs,SelfieCamera_Features,Sound_Feature,Sound_3.5mmjack,COMMS_WLAN,COMMS_Bluetooth,COMMS_NFC,COMMS_Radio,COMMS_USB,Battery_Type,Battery_Charging,Colors,Price
Oppo A55s,,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 3, 5, 8, 34, 38, 39, 40, 41","HSPA, LTE",163.9 x 75.7 x 8.4 mm (6.45 x 2.98 x 0.33 in),186 g (6.56 oz),,Nano-SIM + Nano-SIM,"6.5 inches, 102.0 cm","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 11, ColorOS 11.1",Mediatek Dimensity 700 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,"128GB 6GB RAM, 128GB 8GB RAM","13 MP, f/2.2, 25mm (wide), 1/3.06"", 1.12µm, PDAF,
2 MP, f/2.4, (macro),
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD",No,No,"USB Type-C 2.0, OTG",Li-Po 5000 mAh,10W wired,"Black, Blue, Gold",About 160 EUR
Oppo K10 5G (China),,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 2100 ,"1, 3, 4, 5, 7, 8, 18, 19, 28, 34, 38, 39, 40, 41","HSPA, LTE, 5G",164.3 x 75.8 x 8.7 mm (6.47 x 2.98 x 0.34 in),205 g (7.23 oz),,Nano-SIM + Nano-SIM,"6.59 inches, 104.5 cm","1080 x 2412 pixels, 20:9 ratio (~401 ppi density)","Android 12, ColorOS 12.1",Mediatek Dimensity 8000 Max (5 nm),Octa-core (4x2.75 GHz & 4xX.X GHz),,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","64 MP, f/1.7, 26mm (wide), PDAF,
8 MP, f/2.2, 112˚ (ultrawide),
2 MP, f/2.4, (macro)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS","16 MP, f/2.1, 26mm (wide)",1080p@30fps,"Yes, with stereo speakers (closed type)",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD",Yes,No,"USB Type-C 2.0, OTG",Li-Po 5000 mAh,"67W wired, 2-80% in 29 min","Black, Blue",About 290 EUR
Oppo K10 Pro,,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41","HSPA, LTE, 5G",162.7 x 75.7 x 8.6 mm (6.41 x 2.98 x 0.34 in),199 g (7.02 oz),,Nano-SIM + Nano-SIM,"6.62 inches, 106.3 cm","1080 x 2400 pixels, 20:9 ratio (~397 ppi density)","Android 12, ColorOS 12.1",Qualcomm SM8350 Snapdragon 888 5G (5 nm),Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55,Adreno 660,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS,
8 MP, f/2.2, 120˚ (ultrawide),
2 MP, f/2.4, (macro)","Color spectrum sensor, Dual-LED dual-tone flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps","16 MP, f/2.4, 26mm (wide), 1/3"", 1.0µm",1080p@30fps,"Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.2, A2DP, LE, aptX",Yes,No,"USB Type-C 2.0, OTG",Li-Po 5000 mAh,"80W wired, 100% in 31 min","Black, Blue",About 360 EUR
Oppo Pad Air,,No cellular connectivity, N/A, N/A, N/A,,245.1 x 154.8 x 6.9 mm (9.65 x 6.09 x 0.27 in),440 g (15.52 oz),,No,"10.36 inches, 305.5 cm","1200 x 2000 pixels, 5:3 ratio (~225 ppi density)","Android 12, ColorOS 12",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,microSDXC,"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","8 MP, f/2.0, AF",Panorama,1080p@30fps,"5 MP, f/2.2",1080p@30fps,"Yes, with stereo speakers (4 speakers)",No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD",No,No,"USB Type-C 2.0, OTG",Li-Po 7100 mAh,"18W wired, PD","Gray, Silver",About 300 EUR
Oppo Reno8 (China),,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 28, 34, 38, 39, 40, 41","HSPA, LTE (CA), 5G",160.6 x 73.4 x 7.7 mm (6.32 x 2.89 x 0.30 in),179 g (6.31 oz),"Glass front (Gorilla Glass 5), plastic frame",Nano-SIM + Nano-SIM,"6.43 inches, 99.8 cm","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Android 12, upgradable to Android 14, ColorOS 14",Mediatek Dimensity 1300 (6 nm),Octa-core (1x3.0 GHz Cortex-A78 & 3x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G77 MC9,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","50 MP, f/1.8, 24mm (wide), 1/1.55"", PDAF,
2 MP, f/2.4, (macro),
2 MP, f/2.4, (depth)","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS","32 MP, f/2.4, 24mm (wide), 1/2.74"", 0.8µm","1080p@30fps, gyro-EIS",Yes,No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD",Yes,No,"USB Type-C 2.0, OTG",Li-Po 4500 mAh,"80W wired, 45% in 10 min, 100% in 28 min","Black, Blue, Gold, Violet",About 350 EUR
Oppo Reno8 Pro (China),,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 3, 4, 5, 8, 28, 34, 38, 39, 40, 41","HSPA, LTE (CA), 5G",161 x 74.2 x 7.6 mm (6.34 x 2.92 x 0.30 in),188 g (6.63 oz),"Glass front (Gorilla Glass 5), aluminum frame",Nano-SIM + Nano-SIM,"6.62 inches, 106.3 cm","1080 x 2400 pixels, 20:9 ratio (~397 ppi density)","Android 12, upgradable to Android 14, ColorOS 14",Qualcomm SM7450-AB Snapdragon 7 Gen 1 (4 nm),Octa-core (1x2.4 GHz Cortex-A710 & 3x2.36 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510),Adreno 644,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, PDAF,
8 MP, f/2.2, 120˚ (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, (macro)","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS","32 MP, f/2.4, 24mm (wide), 1/2.74"", 0.8µm","1080p@30fps, gyro-EIS",Yes,No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.2, A2DP, LE, aptX HD",Yes,No,"USB Type-C 2.0, OTG",Li-Po 4500 mAh,"80W wired, 45% in 10 min, 100% in 31 min","Black, Blue, Gold",About 420 EUR
Oppo Reno8 Pro+,,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41","HSPA, LTE (CA), 5G",161.2 x 74.2 x 7.3 mm (6.35 x 2.92 x 0.29 in),183 g (6.46 oz),"Glass front (Gorilla Glass 5), aluminum frame",Nano-SIM + Nano-SIM,"6.7 inches, 108.0 cm","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)","Android 12, upgradable to Android 14, ColorOS 14",Mediatek Dimensity 8100 Max (5 nm),Octa-core (4x2.85 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G610 MC6,No,"256GB 8GB RAM, 256GB 12GB RAM","50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, PDAF,
8 MP, f/2.2, 112˚ (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, (macro)","Color spectrum sensor, LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS","32 MP, f/2.4, 22mm (wide), 1/2.74"", 0.8µm, AF","1080p@30fps, gyro-EIS",Yes,No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD",Yes,No,"USB Type-C 2.0, OTG",Li-Po 4500 mAh,"80W wired, 45% in 10 min, 100% in 31 min","Black, Silver, Mint",About 520 EUR
Oppo A57 4G,[{'64GB 4GB RAM': '$\u2009395.00'}],GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","HSPA, LTE",163.7 x 75 x 8 mm (6.44 x 2.95 x 0.31 in),187 g (6.60 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"6.56 inches, 103.4 cm","720 x 1612 pixels, 20:9 ratio (~269 ppi density)","Android 12, upgradable to Android 14, ColorOS 14",Mediatek MT6765G Helio G35 (12 nm),Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC,"64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM","13 MP, f/2.2, 26mm (wide), 1/3.06"", 1.12µm, AF,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide)",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD",No,Unspecified,"USB Type-C 2.0, OTG",Li-Po 5000 mAh,"33W wired, 50% in 30 min","Glowing Black, Glowing Green",
Oppo A77,"[{'64GB 4GB RAM': '$\u2009385.00'}, {'128GB 6GB RAM': '$\u2009545.00'}]",GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66","HSPA, LTE, 5G",163.8 x 75.1 x 8 mm (6.45 x 2.96 x 0.31 in),190 g (6.70 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"6.56 inches, 103.4 cm","720 x 1612 pixels, 20:9 ratio (~269 ppi density)","Android 12, upgradable to Android 14, ColorOS 14",Mediatek Dimensity 810 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","48 MP, f/1.7, 26mm (wide), PDAF,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, 26mm (wide)",1080p@30fps,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD",Yes,No,"USB Type-C 2.0, OTG",Li-Po 5000 mAh,"33W wired, 53% in 30 min","Ocean Blue, Midnight Black",
Oppo K10 5G,,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 3, 5, 7, 8, 28, 34, 38, 39, 40, 41","HSPA, LTE, 5G",163.8 x 75.1 x 8 mm (6.45 x 2.96 x 0.31 in),190 g (6.70 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"6.56 inches, 103.4 cm","720 x 1612 pixels, 20:9 ratio (~269 ppi density)","Android 12, ColorOS 12.1",Mediatek Dimensity 810 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,"128GB 6GB RAM, 128GB 8GB RAM","48 MP, f/1.7, 26mm (wide), PDAF,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, 26mm (wide)",1080p@30fps,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD",Yes,No,"USB Type-C 2.0, OTG",Li-Po 5000 mAh,"33W wired, 53% in 30 min","Ocean Blue, Midnight Black",About 270 EUR
Oppo Reno8 Lite,,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66","HSPA, LTE (CA), 5G",159.9 x 73.2 x 7.5 mm (6.30 x 2.88 x 0.30 in),173 g (6.10 oz),"Glass front, plastic frame, glass back",Nano-SIM + Nano-SIM,"6.43 inches, 99.8 cm","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Android 11, ColorOS 12",Qualcomm SM6375 Snapdragon 695 5G (6 nm),Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),Adreno 619,microSDXC,"128GB 8GB RAM, 128GB 12GB RAM","64 MP, f/1.7, 26mm (wide), PDAF,
2 MP, f/2.4, (macro),
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.4, 27mm (wide), 1.0µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD",Yes,No,"USB Type-C 2.0, OTG",Li-Po 4500 mAh,"33W wired, PD, 31% in 15 min, 100% in 63 min","Cosmic Black, Champagne Silver",About 250 EUR
Oppo A97,,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 , LTE,"HSPA, LTE, 5G",163.8 x 75.1 x 8 mm (6.45 x 2.96 x 0.31 in),188 g (6.63 oz),,Nano-SIM + Nano-SIM,"6.6 inches, 104.9 cm","1080 x 2408 pixels, 20:9 ratio (~400 ppi density)","Android 12, ColorOS 12",Mediatek Dimensity 810 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,Unspecified,"256GB 12GB RAM, 512GB 12GB RAM","48 MP, PDAF,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,12 MP,1080p@30fps,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.2, A2DP, LE, aptX HD",Unspecified,No,"USB Type-C 2.0, OTG",Li-Po 5000 mAh,33W wired,"Blue, Black",About 310 EUR
Oppo Reno8,"[{'256GB 8GB RAM': '$\u2009670.00'}, {'128GB 8GB RAM': '₹\u200918,998'}]",GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41","HSPA, LTE (CA), 5G",160.6 x 73.4 x 7.7 mm (6.32 x 2.89 x 0.30 in),179 g (6.31 oz),"Glass front (Gorilla Glass 5), plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.4 inches, 98.9 cm","1080 x 2400 pixels, 20:9 ratio (~411 ppi density)","Android 12, upgradable to Android 14, ColorOS 14",Mediatek Dimensity 1300 (6 nm),Octa-core (1x3.0 GHz Cortex-A78 & 3x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G77 MC9,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","50 MP, f/1.8, 23mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF,
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, (macro)","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS","32 MP, f/2.4, 23mm (wide), 1/2.74"", 0.8µm","1080p@30fps, gyro-EIS",Yes,No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD",Yes,No,"USB Type-C 2.0, OTG",Li-Po 4500 mAh,"80W wired, 50% in 11 min, 100% in 28 min","Shimmer Gold, Shimmer Black",
Oppo Reno8 Pro,"[{'256GB 8GB RAM': '£\u2009258.00'}, {'256GB 12GB RAM': '₹\u200923,399'}]",GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 32, 38, 39, 40, 41","HSPA, LTE (CA), 5G",161.2 x 74.2 x 7.3 mm (6.35 x 2.92 x 0.29 in),183 g (6.46 oz),"Glass front (Gorilla Glass 5), aluminum frame, glass back",Nano-SIM + Nano-SIM,"6.7 inches, 108.0 cm","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)","Android 12, upgradable to Android 14, ColorOS 14",Mediatek Dimensity 8100 Max (5 nm),Octa-core (4x2.85 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G610 MC6,No,"256GB 8GB RAM, 256GB 12GB RAM","50 MP, f/1.8, 23mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF,
8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, (macro)","Color spectrum sensor, LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120/240fps, 720p@960fps, gyro-EIS","32 MP, f/2.4, 22mm (wide), 1/2.74"", 0.8µm, AF","1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD",Yes,No,"USB Type-C 2.0, OTG",Li-Po 4500 mAh,"80W wired, 45% in 10 min, 100% in 31 min","Glazed Green, Glazed Black, House of the Dragon",
Oppo Find N2 Flip,,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 66 - International","HSPA, LTE, 5G",Unfolded: 166.2 x 75.2 x 7.5 mm,191 g (6.74 oz),"Plastic front (unfolded), plastic back (unfolded), aluminum frame",Nano-SIM + ,"6.8 inches, 108.0 cm","1080 x 2520 pixels, 21:9 ratio (~403 ppi density)","Android 13, up to 4 major Android upgrades, ColorOS 14",Mediatek Dimensity 9000+ (4 nm),Octa-core (1x3.20 GHz Cortex-X2 & 3x2.85 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Mali-G710 MC10,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 16GB RAM","50 MP, f/1.8, 23mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF,
8 MP, f/2.2, 112˚, (ultrawide)","Color spectrum sensor, LED flash, HDR, panorama","4K@30fps, 1080p@30/60/240fps","32 MP, f/2.4, 22mm (wide), 1/2.74"", 0.8µm, AF",1080p@30fps,"Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, tri-band","5.3, A2DP, LE, aptX HD","Yes, eSE, HCE, NFC-SIM",No,"USB Type-C 2.0, OTG",Li-Po 4300 mAh,"44W wired, 50% in 23 min","Astral Black, Moonlit Purple, Gold",About 490 EUR
Oppo A56s,,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,GSM 850 / 900 / 1800 / 1900 , HSDPA 800 / 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 28, 34, 38, 39, 40, 41","HSPA, LTE, 5G",163.8 x 75.1 x 8 mm (6.45 x 2.96 x 0.31 in),186 g (6.56 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"6.56 inches, 103.4 cm","720 x 1612 pixels, 20:9 ratio (~269 ppi density)","Android 12, ColorOS 12.1",Mediatek Dimensity 810 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,"128GB 8GB RAM, 256GB 8GB RAM","13 MP, f/2.2, 26mm (wide), 1/3.06"", 1.12µm, AF,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, 26mm (wide)",1080p@30fps,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.2, A2DP, LE, aptX HD",No,No,"USB Type-C 2.0, OTG",Li-Po 5000 mAh,10W wired,"Black, Blue",About 150 EUR
Oppo A78,"[{'128GB 4GB RAM': '$\u2009459.00'}, {'128GB 8GB RAM': '$\u2009449.00'}]",GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66","HSPA, LTE, 5G",163.8 x 75.1 x 8 mm (6.45 x 2.96 x 0.31 in),188 g (6.63 oz),,Nano-SIM + Nano-SIM,"6.56 inches, 103.4 cm","720 x 1612 pixels, 20:9 ratio (~269 ppi density)","Android 12, upgradable to Android 14, ColorOS 14",Mediatek Dimensity 700 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,"128GB 4GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","50 MP, f/1.8, 27mm (wide), PDAF,
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, 27mm (wide)",1080p@30fps,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.3, A2DP, LE, aptX",Yes,No,"USB Type-C 2.0, OTG",Li-Po 5000 mAh,"33W wired, PD, 52% in 30 min, 100% in 67 min","Glowing Black, Glowing Purple",
Oppo Reno8 T 5G,,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66","HSPA, LTE, 5G",162.3 x 74.3 x 7.7 mm (6.39 x 2.93 x 0.30 in),171 g (6.03 oz),,Nano-SIM + Nano-SIM,"6.7 inches, 108.0 cm","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)","Android 13, upgradable to Android 14, ColorOS 14",Qualcomm SM6375 Snapdragon 695 5G (6 nm),Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),Adreno 619,microSDXC (uses shared SIM slot),"128GB 8GB RAM, 256GB 8GB RAM","108 MP, f/1.7, 24mm (wide), 1/1.67"", 0.64µm, AF,
2 MP, f/3.3, 34mm (microscope),
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"32 MP, f/2.4, 22mm (wide)",1080p@30fps,"Yes, with stereo speakers",No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.1, A2DP, LE, aptX HD","Yes, HCE, NFC-SIM",No,"USB Type-C 2.0, OTG",Li-Po 4800 mAh,"67W wired, PD, 100% in 44 min","Black Starlight (Midnight Black), Dawn Gold (Sunrise Gold)",About 340 EUR
Oppo Reno8 T,[{'128GB 8GB RAM': '€\u2009490.73'}],GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","HSPA, LTE",160.8 x 73.8 x 7.8 mm (6.33 x 2.91 x 0.31 in),180 g or 183 g (6.35 oz),"Glass front (Gorilla Glass 5), glass back or eco leather back, plastic frame",Nano-SIM + Nano-SIM,"6.43 inches, 99.8 cm","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Android 13, upgradable to Android 14, ColorOS 14",Mediatek Helio G99 (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,"128GB 8GB RAM, 256GB 8GB RAM","100 MP, f/1.7, 26mm (wide), AF,
2 MP, f/3.3, 34mm (microscope),
2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"32 MP, f/2.4, 22mm (wide)",1080p@30fps,"Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band","5.3, A2DP, LE, aptX HD",Yes,No,"USB Type-C 2.0, OTG",Li-Po 5000 mAh,"33W wired, PD, 54% in 30 min","Black Starlight, Orange Sunset",
Oppo Pad 2,,No cellular connectivity, N/A, N/A, N/A,,258 x 189.4 x 6.5 mm (10.16 x 7.46 x 0.26 in),552 g (1.22 lb),"Glass front, aluminum frame",No,"11.61 inches, 411.3 cm",2000 x 2800 pixels (~296 ppi density),"Android 13, ColorOS 13.1",Mediatek Dimensity 9000 (4 nm),Octa-core (1x3.05 GHz Cortex-X2 & 3x2.85 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Mali-G710 MC10,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM","13 MP, f/2.2, (wide), AF","Color spectrum sensor, LED flash","4K@30fps, 1080p@30ps, gyro-EIS","8 MP, f/2.3, 103˚ (ultrawide)",1080p@30fps,"Yes, with stereo speakers (4 speakers)",No,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band","5.3, A2DP, LE, aptX HD",No,No,"USB Type-C 2.0, OTG, accessory connector",Li-Po 9510 mAh,"67W wired, PD, QC 2.0","Gray, Gold",About 410 EUR
